,dcode,dname
63,2014022500003,헤모로이달앤드탑피컬애널지직연고(디부카인)(수출용)
64,A11AGGGGA2678,헤모리달정
65,2009071504236,홍달민진생연질캡슐(수출용)
66,2018101900008,휴미라주40mg
67,2013092500001,휴미라주40mg바이알
68,2017062200010,휴미라펜주40mg/0.4mL
69,2019060400100,휴미라펜주80mg/0.8mL
70,2019050200159,휴미라프리필드시린지주20mg/0.2mL
71,2017062200011,휴미라프리필드시린지주40mg/0.4mL
72,2019022200039,휴미라프리필드시린지주80mg/0.8mL
73,2020031200036,휴펜달린정1mg
74,2021102100008,동아제약훼럼멀티비타정
75,A11AJJJJJ0430,모아훼린캡슐
76,A11ABBBBB2087,베노훼럼주
77,A11AOOOOO8399,소아용훼로틴과립
78,A11AKP08G0135,씨훼밀리정
79,A11AKP08C0250,푸마훼린연질캡슐
80,A11A1360A0362,한중훼스터연질캡슐(배농산급탕)
81,2014061000008,훼너에스연질캡슐
82,A11APPPPP2839,훼너에프연질캡슐
83,A11APPPPP1051,훼너지캡슐
84,A11AJJJJJ0225,훼너프액
85,A11AOOOOO8471,훼니맥스연질캡슐
86,2020020300011,훼더에스정
87,A11ADDDDD0106,훼라민큐정
88,cbli496td8agr,훼러민연질캡슐
89,A11A0300A0566,훼러브액
90,A11AKP08F0291,훼러비타연질캡슐
91,A11AOOOOO8119,훼러진플러스캡슐
92,A11AKP08F0327,훼러큐연질캡슐
93,A11AKP08G0509,훼럼아이액
94,A11A0210A0669,훼럼키드액
95,2019012500157,훼럼포유연질캡슐
96,A11AKP08G4189,훼렉스주
97,2009102800005,훼로닥터에프연질캡슐
98,2009101400004,훼로닥터연질캡슐
99,2018032200001,훼로드립정(수출용)
100,A11A2140A0307,훼로맥스액(5mL/병)
101,2019102200041,훼로맥스액(5mL/포)
102,A11AOOOOO1887,훼로맥스플러스정
103,A11AOOOOO8314,훼로모아시럽
104,A11AOOOOO8121,훼로모아캡슐
105,2016111100013,훼로바맘스케어정
106,A11AHHHHH0249,훼로바유서방정
107,2011032200001,훼로바주
108,A11AOOOOO8118,훼로바프리미엄캡슐
109,A11AKP08G4184,훼로빈연질캡슐
110,A11APPPPP2340,훼로세린플러스연질캡슐
111,2009090700122,훼로스캡슐
112,A11AKP08G3718,훼로웰주
113,A11APPPPP2378,훼로케어연질캡슐
114,2009091800272,훼로콤비연질캡슐
115,2018020900001,훼로큐캡슐
116,A11AOOOOO8046,훼로틴과립
117,2009090200031,훼로프캡슐
118,2009091800350,훼르맥스에프캡슐
119,A11AOOOOO8324,훼르친시럽
120,A11AOOOOO8123,훼르친캡슐
121,2009091800016,훼리난주(수출용)
122,2009071505959,훼리너프에스시럽
123,2009092300080,훼리너프에프캡슐
124,2019020700093,훼리너프지캡슐
125,A11AOOOOO7678,훼리너프캡슐
126,A11AKP08E0016,훼리돌캡슐
127,A11AOOOOO8965,훼리두스에스정
128,A11ABBBBB2193,훼리딘캡슐
129,2011120700006,훼리맘큐연질캡슐
130,2018030900001,훼리큐캡슐
131,A11ACCCCC0210,훼리탑액(수출용)
132,A11AOOOOO5434,훼리탑에프캡슐
133,A11ACCCCC0209,훼리탑캡슐
134,A11AJJJJJ0507,훼리틴콤플렉스액
135,2017110700005,훼리폴엠캡슐
136,A11AKP08G0499,훼리폴캡슐
137,A11ABBBBB2448,훼마톤액
138,A11AKKKKK0208,훼마톤에이정
139,A11AJJJJJ0523,훼마틴에이시럽
140,A11AKKKKK0206,훼마틴캡슐
141,A11AKP08L0392,훼마틴키드액
142,A11APPPPP2796,훼마틴플러스캡슐
143,2011033000009,훼모럼주
144,2009121500036,훼모룸액(수출용)
145,A11ABBBBB2142,훼모콘캡슐
146,A11AOOOOO6795,훼모콘플러스액
147,A11AKP09E0029,훼미그린정
148,2009071503334,훼미리케어오리지날점안액(수출용)
149,2022010300013,훼민업정
150,A11AKP08G0504,훼민포웰연질캡슐
151,2009090700135,훼바골드캡슐
152,A11A0740B0011,훼스탈골드정
153,2021122200006,훼스탈슈퍼자임정
154,A11A0740B0009,훼스탈플러스정
155,A11AOOOOO9849,훼이바주(1000I.U)
156,2019102900050,훼이바주(500I.U)
157,2013112800010,네오날린패취0.5mg
158,2013112800011,네오날린패취1mg
159,2013112800012,네오날린패취2mg
160,A11APPPPP0768,노스판패취10μg/h
161,A11APPPPP0769,노스판패취20μg/h
162,A11APPPPP0767,노스판패취5μg/h
163,2010050400011,노테몬패취0.5mg
164,2010050400012,노테몬패취1mg
165,2010050400013,노테몬패취2mg
166,2014072300002,뉴리포에이취알정
167,2014073100004,뉴시드에이취알정
168,2015021300011,니코레트인비지패취
169,A11AKP08G0692,니코맨패취14mg/일
170,A11AKP08G0694,니코맨패취21mg/일
171,A11AKP08G0697,니코맨패취7mg/일
172,A11A6320A0005,니코스탑10패취
173,A11A6320A0002,니코스탑20패취
174,A11A6320A0006,니코스탑30패취
175,2015021300005,니코앤드패취(수출용)
176,2015083100010,니코에이패취
177,2015021300009,니코프리패취
178,2019110100035,대웅바이오툴로부테롤패취0.5mg
179,2019110100034,대웅바이오툴로부테롤패취1mg
180,2019110100033,대웅바이오툴로부테롤패취2mg
181,2013110100017,더마부테롤패취2mg
182,2021012700008,더마크린에취씨로션1%(0.1g/100mL)
183,A11AOOOOO1087,더마크린에취씨로션1%(0.6g/60mL)
184,2021110800004,도네리온패취175mg
185,2021110800003,도네리온패취87.5mg
186,2021110800001,도네시브패취175mg
187,2021110800002,도네시브패취87.5mg
188,A11AKP08G0495,듀로제식디트랜스패취100μg/h
189,A11AOOOOO9759,듀로제식디트랜스패취12μg/h
190,A11AOOOOO6981,듀로제식디트랜스패취25μg/h
191,A11AOOOOO6983,듀로제식디트랜스패취50μg/h
192,2013061800006,디누보패취10
193,2013061800007,디누보패취5
194,2014030300013,디멘큐어패취10(수출용)
195,2014030300014,디멘큐어패취5(수출용)
196,A11AGGGGA1347,디에취덱스0.15%2호액
197,A11AGGGGA1348,디에취덱스액0.1%
198,A11AGGGGA1349,디에취덱스액0.15%1호액
199,2019032200058,디옥시드에이취알정600mg
200,A11AJJJJJ0095,락티손에이취씨현탁액1%
201,A11ADDDDD0070,락티손에이취씨현탁액2.5%
202,2018120300074,락티케어에취씨로션1%(118g)
203,2018120300073,락티케어에취씨로션1%(60g)
204,2018120300075,락티케어에취씨로션2.5%(60g)
205,2012022200006,락티케어에취씨로션2.5%(60mL)
206,2010043000004,레스날린패취0.5mg
207,2010043000005,레스날린패취1mg
208,2010043000006,레스날린패취2mg
209,2018082800005,리바그론패취10
210,2018082800004,리바그론패취5
211,2014032800013,리바그민패취10
212,2022072900016,리바그민패취15
213,2014032800012,리바그민패취5
214,2014032800011,리바덤패취10
215,2017031400001,리바덤패취15(수출용)
216,2014032800010,리바덤패취5
217,2014040100027,리바론패취10
218,2014040100028,리바론패취5
219,2019012500029,리바마인패취10
220,2019012500028,리바마인패취5
221,2014033100005,리바메론패취10
222,2014033100004,리바메론패취5
223,2014032700031,리바멘사패취10
224,2014032700030,리바멘사패취5
225,2018072600029,리바센패취10
226,2018072600028,리바센패취5
227,2018082800006,리바스티렌패취10
228,2018082800007,리바스티렌패취5
229,2014110300024,리바스패취10
230,2014110300023,리바스패취5
231,2019022200075,리바페트패취10
232,2019022200076,리바페트패취5
233,2019012500032,리바피론패취10
234,2019012500033,리바피론패취5
235,2014090200026,리셀톤패취10
236,2022060700005,리셀톤패취15
237,2014090200027,리셀톤패취5
238,2019012500031,리스타민패취10
239,2019012500030,리스타민패취5
240,A11AOOOOO9406,리포에이에이취알정600mg
241,A11APPPPP1231,리포익에이취알정
242,2014092400004,리포티민에이취알정600mg
243,A11ABBBBB1169,마도파에취비에스캡슐125
244,2011070400005,마트리펜패취100μg/h
245,2011070400008,마트리펜패취12μg/h
246,2011070400009,마트리펜패취25μg/h
247,2011070400006,마트리펜패취50μg/h
248,2011070400007,마트리펜패취75μg/h
249,2013013000030,명문펜타닐패취12μg/h
250,2014072800026,명문펜타닐패취12μg/h(수출용)
251,2013013000029,명문펜타닐패취25μg/h
252,2014072800022,명문펜타닐패취25μg/h(수출용)
253,2013013000034,명문펜타닐패취50μg/h
254,2014072800023,명문펜타닐패취50μg/h(수출용)
255,2014032800015,몬스티패취10
256,2014032800014,몬스티패취5
257,A11AOOOOO5942,무르페패취
258,2019091900025,보령툴로부테롤패취0.5mg
259,2019091900023,보령툴로부테롤패취1mg
260,2019091900024,보령툴로부테롤패취2mg
261,2014040100025,부광리바스티그민패취10
262,2014040100026,부광리바스티그민패취5
263,2016050900012,부테날린패취0.5mg
264,2016050900014,부테날린패취1mg
265,2016050900013,부테날린패취2mg
266,2013032500025,부테롤패취0.5mg
267,2013032500024,부테롤패취1mg
268,2013032500023,부테롤패취2mg
269,2018050900004,부프레인패취35μg/h
270,2018050900003,부프레인패취52.5μg/h
271,2018050900005,부프레인패취70μg/h
272,2010050400014,브레톨패취0.5mg
273,2010050400015,브레톨패취1mg
274,2010050400016,브레톨패취2mg
275,2010050400026,브리테롤패취1mg·0.5mg
276,2016080200008,브리테롤패취2mg(수출용)
277,2020032000026,브리테린패취0.5mg
278,2020032000027,브리테린패취1mg
279,2020032000025,브리테린패취2mg
280,2012101600018,비쿨아이티씨에이취릴리프패취(수출용)
281,2009071505286,산쿠소패취
282,2019091900031,삼성툴로부테롤패취0.5mg
283,2019091900033,삼성툴로부테롤패취1mg
284,2019091900032,삼성툴로부테롤패취2mg
285,A11AOOOOO9658,삼아치옥트산에이취알정
286,2011020100003,삼양툴로부테롤패취0.5mg(수출용)
287,2011020100004,삼양툴로부테롤패취1mg(수출용)
288,2011020100005,삼양툴로부테롤패취2mg(수출용)
289,2020030300023,삼양홀딩스리바스티그민패취10(수출용)
290,2020030300024,삼양홀딩스리바스티그민패취5(수출용)
291,2020081900005,삼양홀딩스펜타닐패취100μg/h(수출용)
292,2020092200006,삼양홀딩스펜타닐패취100μg/h(수출용)
293,2020081900006,삼양홀딩스펜타닐패취12μg/h(수출용)
294,2020092200003,삼양홀딩스펜타닐패취12μg/h(수출용)
295,2020092200004,삼양홀딩스펜타닐패취25μg/h(수출용)
296,2020081900003,삼양홀딩스펜타닐패취25μg/h(수출용)
297,2020081900004,삼양홀딩스펜타닐패취50μg/h(수출용)
298,2020092200005,삼양홀딩스펜타닐패취50μg/h(수출용)
299,2010010600003,세키날린패취0.5mg
300,2010010600013,세키날린패취1mg
301,2010010600002,세키날린패취2mg
302,A11A0150A0763,셀비온에취엠피에이오주
303,2014033100007,스타그민패취10
304,2014033100006,스타그민패취5
305,2014032700002,스텔론패취10
306,2014032700001,스텔론패취5
307,2014032700007,스티그마패취10
308,2014032700008,스티그마패취5
309,2016072700018,신신리바스티그민패취10
310,2023032700001,신신리바스티그민패취10(수출용)
311,2018041200009,신신리바스티그민패취15
312,2017120100010,신신리바스티그민패취5
313,2023032700003,신신리바스티그민패취5(수출용)
314,2021121600008,신신멜라토닌패취(수출용)
315,2023073100001,신신옥시부티닌패취36mg(수출용)
316,2011012400002,신신파스겔패취(수출용)
317,2009071503164,신신페인릴리프패취(수출용)
318,2015040200002,신일펜타닐패취100ug/h(수출용)
319,2013032500041,아스날린패취0.5mg
320,2013032500042,아스날린패취1mg
321,2013032500046,아스날린패취2mg
322,2015070100033,아스톨패취0.5mg
323,2015070100034,아스톨패취1mg
324,2015070100035,아스톨패취2mg
325,2021060400002,아이큐어도네페질패취25(수출용)
326,2021060400001,아이큐어도네페질패취50(수출용)
327,2013052100002,안토옥시에이취알정
328,A11A6320A0007,앤지덤패취0.2mg/시간
329,A11A6320A0008,앤지덤패취0.4mg/시간(수출용)
330,2013082900001,에쓰테롤패취0.5mg
331,2013082900002,에쓰테롤패취1mg
332,2013082900003,에쓰테롤패취2mg
333,A11AGGGGA1356,에이에취디비액
334,A11AMMMMM0673,에이에취디액1호(A액)(10L)
335,A11AOOOOO1387,에이에취디액1호(B액)(10L)
336,A11AGGGGA1360,에이에취디액1호(B액)(12.6L)
337,2016080100083,에취디졸비씨에이액(10L)
338,2016050900010,에취디졸비씨에이액(5.5L)
339,2016080100084,에취디졸비씨지에이액(10L)
340,2016052400002,에취디졸비씨지에이액(5L)
341,2014120300002,에취디졸비액
342,A11AMMMMM0389,에취라제주사1500IU
343,2022110700002,에취스에프연질캡슐
344,2014082600003,에취투비정200mg
345,A11A0210B0022,에취투정
346,A11A0210B0016,에취투정400mg(수출용)
347,A11AKKKKK0219,에취투주
348,A11AKP08F0800,엑셀론패취10
349,2013061200006,엑셀론패취15
350,A11AKP08F0803,엑셀론패취5
351,2018072600026,엑셀리바패취10
352,2018072600027,엑셀리바패취15
353,2018072600025,엑셀리바패취5
354,2015021300007,엑소덤패취
355,A11AHHHHH0253,엠브이에취주(병)
356,A11APPPPP1232,옥타론에이취알정600mg
357,2014040100035,원드론패취10
358,2014031100008,원드론패취15
359,2014040100036,원드론패취5
360,2015020200012,유니셀론패취10
361,2015020200011,유니셀론패취5
362,2020032000044,유니온툴로부테롤패취0.5mg
363,2020032000045,유니온툴로부테롤패취1mg
364,2020032000046,유니온툴로부테롤패취2mg
365,2019101000010,유마프론패취10
366,2019101000011,유마프론패취5
367,A11AMMMMM0878,이지에이취디현탁용분말
368,2009071506002,재우스오라쿠고에이취플라스타
369,A11A1240A0068,취어스액(삼두해정탕)
370,A11A1240B0001,취어스환
371,2015091100002,치오티드에이취알정600mg
372,2014102400009,치옥타드에이취알정600mg
373,A11AKP08G4138,치옥타민에이취알정600mg
374,A11AOOOOO0727,치옥타시드에이취알정200mg
375,A11AMMMMM1077,치옥타시드에이취알정600mg
376,2014120900004,치옥트린에이취알정600mg
377,A11AOOOOO9810,치옥티아에이취알정600mg
378,2011042600006,코부테롤패취0.5mg
379,2011042600007,코부테롤패취1mg
380,2011042600008,코부테롤패취2mg
381,2014080100038,코프날린패취0.5mg
382,2014080100039,코프날린패취1mg
383,2014080100040,코프날린패취2mg
384,A11A3180A0092,키미테패취
385,2013032500028,키즈날린패취0.5mg
386,2013032500027,키즈날린패취1mg
387,2013032500026,키즈날린패취2mg
388,2010050400007,투브롤패취0.5mg
389,2010050400008,투브롤패취1mg
390,2010050400009,투브롤패취2mg
391,2014100100029,투윈에취시럽(20mL)
392,2019110600040,투윈에취시럽(500mL)
393,2011120100007,툴로스트패취0.5mg
394,2011120100006,툴로스트패취1mg
395,2011120100005,툴로스트패취2mg
396,A11A1890A0154,트라스트패취
397,2017022300006,트랜스텍패취35μg/h
398,2017021500004,트랜스텍패취52.5μg/h
399,2017021500005,트랜스텍패취70μg/h
400,2015022400008,티오넥스에이취알정600mg
401,A11AOOOOO9816,티오시드에이취알정600mg
402,2015100500004,펜타덤패취100μg/h
403,2021011800006,펜타덤패취100μg/h(수출용)
404,2013022700053,펜타덤패취12μg/h
405,2021011800003,펜타덤패취12μg/h(수출용)
406,2013022700052,펜타덤패취25μg/h
407,2021011800004,펜타덤패취25μg/h(수출용)
408,2013022700054,펜타덤패취50μg/h
409,2021011800005,펜타덤패취50μg/h(수출용)
410,2012022400001,펜타듀르패취100μg/h
411,2012022400005,펜타듀르패취12ug/h
412,2012022400004,펜타듀르패취25μg/h
413,2012022400003,펜타듀르패취50μg/h
414,2012022400002,펜타듀르패취75μg/h
415,2015021700007,펜타릭스패취100μg/h
416,2015021700004,펜타릭스패취12μg/h
417,2013010200017,펜타릭스패취25μg/h
418,2015060300200,펜타릭스패취37.5μg/h
419,2015021700005,펜타릭스패취50μg/h
420,2012103000005,펜타베라패취100μg/h
421,2012103000002,펜타베라패취12μg/h
422,2012103000001,펜타베라패취25μg/h
423,2012103000003,펜타베라패취50μg/h
424,2012103000004,펜타베라패취75μg/h
425,A11AJJJJJ0566,펜타스패취25μg/h
426,A11AJJJJJ0567,펜타스패취50μg/h
427,2015082700001,호쿠나패취0.5mg
428,2015082700002,호쿠나패취1mg
429,2015082700003,호쿠나패취2mg
430,A11AOOOOO0704,호쿠날린패취0.5mg
431,A11APPPPP2657,호쿠날린패취1mg
432,A11APPPPP2658,호쿠날린패취2mg
433,2013011800004,호쿠라바패취0.5mg
434,2013011800005,호쿠라바패취1mg
435,2013011800003,호쿠라바패취2mg
436,2019122700014,호쿠롤패취0.5mg
437,2019122700012,호쿠롤패취1mg
438,2019122700013,호쿠롤패취2mg
439,2010043000018,호쿠테롤패취0.5mg
440,2010043000019,호쿠테롤패취1mg
441,2010043000003,호쿠테롤패취2mg
442,A11APPPPP0359,후리아민에이취비씨주
443,2014032800009,휴온스리바스티그민패취10
444,2014032800008,휴온스리바스티그민패취5
445,A11AOOOOO2365,5%포도당가엔에이케이주2(1000mL/백)
446,2016090100032,5%포도당가엔에이케이주2(500mL/백)
447,A11A1830A0029,가니온과립(인진오령산)
448,2016012700039,가다실9주(인유두종바이러스9가백신)
449,2016012700038,가다실9프리필드시린지(인유두종바이러스9가백신)
450,A11AKP07L0421,가다실주(인유두종바이러스 4가 백신)
451,A11AKP07L0422,가다실프리필드시린지(인유두종바이러스4가백신)
452,A11A1500A0250,가소백산(가미소요산)
453,A11AKP07L0332,갈천신순정산(갈근탕가천궁신이엑스)
454,A11AKP08F0507,갈해방엑스과립(갈근해기탕)
455,A11AGGGGG7010,감바로과립
456,A11AKP07L0258,감온탕엑스과립(귀기건중탕)
457,A11AKP08L0116,감치원골드액(십신탕액)
458,A11A0400A0132,거풍청신환(거풍지보단)
459,A11A1830A0053,건기환(쌍화탕)
460,A11APPPPP1623,건위황정
461,0kyz5yr4dgsh0,건치환
462,2019110600011,경남우황청심원액(사향대체물질L-무스콘함유)
463,2019111800005,경남우황청심원현탁액
464,A11AKP08L0283,경남헤모퀸플러스캡슐
465,A11AKP08G1150,경방가미소요산엑스과립
466,2019112500006,경방가미소요산연조엑스(단미엑스혼합제)
467,A11AKP08F0508,경방갈근해기탕엑스과립(동의수세보원)
468,A11AKP07L0374,경방거풍지보단환
469,A11AKP08G1154,경방계지가용골모려탕엑스과립
470,A11AKP07L0294,경방계지복령환가대황엑스과립
471,2020101300010,경방곽향정기산연조엑스
472,2017080100021,경방구미강활탕연조엑스(단미엑스혼합제)
473,2016121900001,경방구미강활탕정
474,2018070600002,경방궁하탕연조엑스
475,2016081900002,경방궁하탕정
476,A11AKP07L0358,경방당귀사역가오수유생강탕엑스과립
477,A11AKP08G1159,경방당귀작약산엑스과립
478,A11AKP08G1250,경방반하백출천마탕엑스과립
479,2019103000009,경방반하백출천마탕연조엑스(단미엑스혼합제)
480,A11AKP08G1253,경방방풍통성산엑스과립
481,A11AKP08G1256,경방보중익기탕엑스과립
482,2017122700003,경방보중익기탕연조엑스
483,A11AKP08G1258,경방사물탕엑스과립
484,2017080100017,경방삼출건비탕연조엑스
485,A11AKP08A0059,경방삼호작약탕
486,A11AKP08G1265,경방소경활혈탕엑스과립
487,A11AKP08F0513,경방숙지황고삼탕엑스과립(동의수세보원)
488,A11AKP08F0514,경방승양익기탕엑스과립(동의수세보원)
489,A11AKP08G1283,경방십전대보탕엑스과립
490,A11AKP08G1285,경방쌍화탕엑스과립
491,A11AKP08F0516,경방양독백호탕엑스과립(동의수세보원)
492,A11AKP08G1287,경방연령고본단
493,A11AKP08F0517,경방열다한소탕엑스과립
494,A11AKP08G1288,경방영계출감탕엑스과립
495,A11AKP08G1292,경방오림산엑스과립
496,A11AKP08G1297,경방오적산엑스과립
497,2018022600008,경방오적산연조엑스
498,2016090500001,경방오적산정
499,A11AKP07L0340,경방오적산환
500,A11AKP08F0992,경방온백원
501,2019122700007,경방우황청심원(사향대체물질l-무스콘함유)
502,A11AKP08G1329,경방육군자탕엑스과립
503,A11AKP08G1332,경방이중탕엑스과립
504,2019022200024,경방자음강화탕연조엑스
505,A11AKP08F0522,경방적백하오관중탕엑스과립
506,A11AKP08F0525,경방지황백호탕엑스과립
507,A11AKP07L0397,경방청상견통탕엑스과립
508,2021090600003,경방청상견통탕연조엑스(단미엑스혼합제)
509,A11AKP08F0527,경방청심연자탕엑스과립(동의수세보원)
510,2015032400012,경방탁리소독음엑스과립
511,A11AKP08F0530,경방팔물군자탕엑스과립
512,2018091900001,경방팔물탕연조엑스
513,2021090900007,경방행소탕연조엑스
514,2017080100019,경방형개연교탕연조엑스
515,A11AKP08F0535,경방형방사백산엑스과립(동의수세보원)
516,A11AKP08F0537,경방활석고삼탕엑스과립
517,A11AKP08F0539,경방황기계지탕엑스과립(동의수세보원)
518,2019070800025,경방황련해독탕정(단미엑스혼합제)
519,A11A3660A0057,경신환
520,2022061400005,경위단
521,A11AKP08G0998,경진거풍지보단
522,A11A3660B0138,경진곽향정기산엑스과립
523,A11AKP08G1001,경진당귀작약산엑스과립
524,A11AKP08G1377,경진반하백출천마탕엑스과립
525,A11AKP08G1005,경진방풍통성산엑스과립
526,2021102100004,경진방풍통성산정(수출용)
527,it4zqgmhe4oa8,경진변방우황청심원(수출용)
528,A11APPPPP1724,경진보위환(건비환)
529,A11AKP08G1382,경진보중익기탕(혼합단미엑스산제)
530,A11A3660A0028,경진보중익기탕엑기스과립
531,A11AKP08G2885,경진보화환
532,A11A3660A0087,경진사군자탕엑스과립
533,A11AKP08G3282,경진삼진환
534,A11A3660A0075,경진소경활혈탕엑스과립
535,A11A3660A0096,경진소풍산엑스과립
536,A11AKP08G2969,경진십전대보탕엑스과립
537,2016072200010,경진안궁우황환(수출용)
538,2014091600004,경진억간산가진피반하엑스과립
539,A11A3660B0034,경진연령고본단
540,A11A3660A0070,경진오령산엑스과립
541,A11A3660A0129,경진오약순기탕엑스과립
542,2015010600006,경진오적산환
543,A11AKP08G1009,경진온청음엑스과립
544,A11AKP08G1010,경진우황청심원(사향대체물질엘-무스콘함유)(수출용)
545,A11AKP08G1011,경진원방우황청심원(사향대체물질엘-무스콘함유)
546,A11AKP08G2781,경진원방우황청심원(수출용)
547,A11AKP08G2324,경진원방우황청심원액(수출용)
548,A11A3660A0062,경진이중탕엑스과립
549,A11AKP08G2822,경진자음강화탕엑스과립
550,A11AKP08G2770,경진천왕보심단
551,A11AKP08G1850,경진청서익기탕엑스과립
552,A11A3660A0104,경진청폐탕엑스과립
553,A11AKP08F1055,경진헤파신캡슐(배농산급탕)
554,A11A3660A0093,경진형개연교탕(혼합단미엑스산제)
555,A11AKP08G3799,경진형개연교탕엑스과립
556,A11AKP08G1017,경진황련해독탕엑스과립
557,A11AKP08G1915,경통환(소경활혈탕)
558,A11AKP08G2583,경피용건조비씨지백신(일본균주)
559,A11A1500A0304,계령백산(계지복령환)
560,A11AKP07L0334,계령순정산(계지복령환)
561,A11AKP07L0303,계모순정산(계지가용골모려탕엑스)
562,A11AKP08A0336,계미령에스환(계지복령환)
563,A11A1500A0309,계작백산
564,A11AKP07L0300,계작순정산
565,A11A1080A0018,고려됴고약
566,A11A1240A0017,고호환(양혈장근건보환)
567,2015101300001,광동네모파스카타플라스마
568,2016031500002,광동동의한방고에스카타플라스마
569,6qnjl9z1ryh1i,광동동의한방고카타플라스마
570,A11A2260A0456,광동마음정액(청심보혈탕)
571,2018052400002,광동만수고골드플라스타
572,A11AKP08G1019,광동연령고본단
573,A11A2260A0342,광동우황청심원
574,A11AHHHHH0215,광동우황청심원(사향대체물질영묘향함유)
575,2009071500730,광동우황청심원(수출용)
576,A11AKP08G1964,광동우황청심원과립
577,A11A2260A0347,광동우황청심원현탁액
578,A11A2262A0568,광동우황청심원현탁액(사향대체물질영묘향함유)
579,A11A2260A0018,광동원방우황청심원
580,A11AHHHHH0214,광동원방우황청심원(사향대체물질영묘향함유)
581,A11A2260A0486,광동원방우황청심원현탁액
582,A11A2262A0569,광동원방우황청심원현탁액(사향대체물질함유)
583,A11A2260A0501,광동원탕
584,A11AKP08G1020,광동장원정(수출용)
585,2009071500343,광진환(수출용)
586,2020030900001,굿라인정
587,A11A1500A0322,궁교백산(궁귀교애탕)
588,A11AKP07L0385,그린쿨환(안중조기환)
589,2017012300012,그린플루에스주(신종인플루엔자분할백신)(수출용)
590,2017012300013,그린플루에스프리필드시린지주(신종인플루엔자분할백신)
591,2010010800040,그린플루에스플러스주(어쥬번티드 신종인플루엔자분할백신)
592,A11AKP08G1969,근골환(양혈장근건보환)
593,A11AGGGGG7011,금왕심단(천왕보심단)
594,2009090700087,금진단
595,A11AKP08G0524,기익보과립(보중익기탕)
596,A11A1500A0389,내소백산
597,A11AKP08F1146,냉감한방만의고카타플라스마
598,A11AKP08B0083,냉감한생고카타플라스마
599,A11A0210A0422,네프라민주(250mL/백)
600,A11AMMMMM0654,네프리솔주(백)
601,2018051700005,넥소브리드겔5g
602,73y8k35gtsxvm,노넥스에프환(형개연교탕)
603,A11AKP07L0079,노넥스엑스과립(형개연교탕)
604,wniwid0ol1etp,노펜캡슐(작약감초탕)
605,A11AKP08K0252,노펜한방파프카타플라스마
606,2017012300014,녹십자세포배양일본뇌염백신주(건조세포배양일본뇌염백신)
607,2009091800237,녹십자우황청심원액(사향대체물질엘-무스콘함유)
